ANO;CODIGO_UPL;NOMBRE_UPL;SEXO;EDAD;ORDEN_MCV;CURSODEVIDA;ORDEN_GRUPO_EDAD;GRUPOEDAD;POBLACION
2005;1;Sumapáz;Hombres;33;5;Adultez;7;30 a 34;30
2005;1;Sumapáz;Hombres;34;5;Adultez;7;30 a 34;36
2005;1;Sumapáz;Hombres;35;5;Adultez;8;35 a 39;40
2005;1;Sumapáz;Hombres;36;5;Adultez;8;35 a 39;36
2005;1;Sumapáz;Hombres;37;5;Adultez;8;35 a 39;39
2005;1;Sumapáz;Hombres;38;5;Adultez;8;35 a 39;42
2005;1;Sumapáz;Hombres;39;5;Adultez;8;35 a 39;37
2005;1;Sumapáz;Hombres;40;5;Adultez;9;40 a 44;43
2005;1;Sumapáz;Hombres;41;5;Adultez;9;40 a 44;37
2005;1;Sumapáz;Hombres;42;5;Adultez;9;40 a 44;36
2005;1;Sumapáz;Hombres;43;5;Adultez;9;40 a 44;37
2005;1;Sumapáz;Hombres;44;5;Adultez;9;40 a 44;35
2005;1;Sumapáz;Hombres;45;5;Adultez;10;45 a 49;34
2005;1;Sumapáz;Hombres;46;5;Adultez;10;45 a 49;33
2005;1;Sumapáz;Hombres;47;5;Adultez;10;45 a 49;33
2005;1;Sumapáz;Hombres;48;5;Adultez;10;45 a 49;29
2005;1;Sumapáz;Hombres;49;5;Adultez;10;45 a 49;29
2005;1;Sumapáz;Hombres;50;5;Adultez;11;50 a 54;25
2005;1;Sumapáz;Hombres;51;5;Adultez;11;50 a 54;23
2005;1;Sumapáz;Hombres;52;5;Adultez;11;50 a 54;28
2005;1;Sumapáz;Hombres;53;5;Adultez;11;50 a 54;20
2005;1;Sumapáz;Hombres;54;5;Adultez;11;50 a 54;16
2005;1;Sumapáz;Hombres;55;5;Adultez;12;55 a 59;18
2005;1;Sumapáz;Hombres;56;5;Adultez;12;55 a 59;16
2005;1;Sumapáz;Hombres;57;5;Adultez;12;55 a 59;16
2005;1;Sumapáz;Hombres;58;5;Adultez;12;55 a 59;16
2005;1;Sumapáz;Hombres;59;5;Adultez;12;55 a 59;15
2005;1;Sumapáz;Hombres;60;6;Vejez;13;60 a 64;11
2005;1;Sumapáz;Hombres;61;6;Vejez;13;60 a 64;15
2005;1;Sumapáz;Hombres;62;6;Vejez;13;60 a 64;12
2005;1;Sumapáz;Hombres;63;6;Vejez;13;60 a 64;10
2005;1;Sumapáz;Hombres;64;6;Vejez;13;60 a 64;15
2005;1;Sumapáz;Hombres;65;6;Vejez;14;65 a 69;10
2005;1;Sumapáz;Hombres;66;6;Vejez;14;65 a 69;13
2005;1;Sumapáz;Hombres;67;6;Vejez;14;65 a 69;14
2005;1;Sumapáz;Hombres;68;6;Vejez;14;65 a 69;8
2005;1;Sumapáz;Hombres;69;6;Vejez;14;65 a 69;9
2005;1;Sumapáz;Hombres;70;6;Vejez;15;70 a 74;6
2005;1;Sumapáz;Hombres;71;6;Vejez;15;70 a 74;5
2005;1;Sumapáz;Hombres;72;6;Vejez;15;70 a 74;9
2005;1;Sumapáz;Hombres;73;6;Vejez;15;70 a 74;8
2005;1;Sumapáz;Hombres;74;6;Vejez;15;70 a 74;10
2005;1;Sumapáz;Hombres;75;6;Vejez;16;75 a 79;6
2005;1;Sumapáz;Hombres;76;6;Vejez;16;75 a 79;3
2005;1;Sumapáz;Hombres;77;6;Vejez;16;75 a 79;2
2005;1;Sumapáz;Hombres;78;6;Vejez;16;75 a 79;4
2005;1;Sumapáz;Hombres;79;6;Vejez;16;75 a 79;1
2005;1;Sumapáz;Hombres;80;6;Vejez;17;80 a 84;3
2005;1;Sumapáz;Hombres;81;6;Vejez;17;80 a 84;1
2005;1;Sumapáz;Hombres;82;6;Vejez;17;80 a 84;1
2005;1;Sumapáz;Hombres;83;6;Vejez;17;80 a 84;1
2005;1;Sumapáz;Hombres;84;6;Vejez;17;80 a 84;0
2005;1;Sumapáz;Hombres;85;6;Vejez;18;85 o más;1
2005;1;Sumapáz;Mujeres;0;1;Primera Infancia;1;0 a 4;81
2005;1;Sumapáz;Mujeres;1;1;Primera Infancia;1;0 a 4;83
2005;1;Sumapáz;Mujeres;2;1;Primera Infancia;1;0 a 4;83
2005;1;Sumapáz;Mujeres;3;1;Primera Infancia;1;0 a 4;68
2005;1;Sumapáz;Mujeres;4;1;Primera Infancia;1;0 a 4;82
2005;1;Sumapáz;Mujeres;5;1;Primera Infancia;2;5 a 9;84
2005;1;Sumapáz;Mujeres;6;2;Infancia;2;5 a 9;89
2005;1;Sumapáz;Mujeres;7;2;Infancia;2;5 a 9;101
2005;1;Sumapáz;Mujeres;8;2;Infancia;2;5 a 9;99
2005;1;Sumapáz;Mujeres;9;2;Infancia;2;5 a 9;78
2005;1;Sumapáz;Mujeres;10;2;Infancia;3;10 a 14;89
2005;1;Sumapáz;Mujeres;11;2;Infancia;3;10 a 14;87
2005;1;Sumapáz;Mujeres;12;3;Adolescencia;3;10 a 14;71
2005;1;Sumapáz;Mujeres;13;3;Adolescencia;3;10 a 14;69
2005;1;Sumapáz;Mujeres;14;3;Adolescencia;3;10 a 14;53
2005;1;Sumapáz;Mujeres;15;3;Adolescencia;4;15 a 19;62
2005;1;Sumapáz;Mujeres;16;3;Adolescencia;4;15 a 19;52
2005;1;Sumapáz;Mujeres;17;3;Adolescencia;4;15 a 19;54
2005;1;Sumapáz;Mujeres;18;4;Juventud;4;15 a 19;51
2005;1;Sumapáz;Mujeres;19;4;Juventud;4;15 a 19;48
2005;1;Sumapáz;Mujeres;20;4;Juventud;5;20 a 24;43
2005;1;Sumapáz;Mujeres;21;4;Juventud;5;20 a 24;38
2005;1;Sumapáz;Mujeres;22;4;Juventud;5;20 a 24;46
2005;1;Sumapáz;Mujeres;23;4;Juventud;5;20 a 24;40
2005;1;Sumapáz;Mujeres;24;4;Juventud;5;20 a 24;41
2005;1;Sumapáz;Mujeres;25;4;Juventud;6;25 a 29;39
2005;1;Sumapáz;Mujeres;26;4;Juventud;6;25 a 29;40
2005;1;Sumapáz;Mujeres;27;4;Juventud;6;25 a 29;40
2005;1;Sumapáz;Mujeres;28;4;Juventud;6;25 a 29;40
2005;1;Sumapáz;Mujeres;29;5;Adultez;6;25 a 29;40
2005;1;Sumapáz;Mujeres;30;5;Adultez;7;30 a 34;35
2005;1;Sumapáz;Mujeres;31;5;Adultez;7;30 a 34;40
2005;1;Sumapáz;Mujeres;32;5;Adultez;7;30 a 34;39
2005;1;Sumapáz;Mujeres;33;5;Adultez;7;30 a 34;31
2005;1;Sumapáz;Mujeres;34;5;Adultez;7;30 a 34;39
2005;1;Sumapáz;Mujeres;35;5;Adultez;8;35 a 39;31
2005;1;Sumapáz;Mujeres;36;5;Adultez;8;35 a 39;40
2005;1;Sumapáz;Mujeres;37;5;Adultez;8;35 a 39;32
2005;1;Sumapáz;Mujeres;38;5;Adultez;8;35 a 39;39
2005;1;Sumapáz;Mujeres;39;5;Adultez;8;35 a 39;37
2005;1;Sumapáz;Mujeres;40;5;Adultez;9;40 a 44;34
2005;1;Sumapáz;Mujeres;41;5;Adultez;9;40 a 44;43
2005;1;Sumapáz;Mujeres;42;5;Adultez;9;40 a 44;28
2005;1;Sumapáz;Mujeres;43;5;Adultez;9;40 a 44;35
2005;1;Sumapáz;Mujeres;44;5;Adultez;9;40 a 44;31
2005;1;Sumapáz;Mujeres;45;5;Adultez;10;45 a 49;32
2005;1;Sumapáz;Mujeres;46;5;Adultez;10;45 a 49;36
2005;1;Sumapáz;Mujeres;47;5;Adultez;10;45 a 49;29
2005;1;Sumapáz;Mujeres;48;5;Adultez;10;45 a 49;30
2005;1;Sumapáz;Mujeres;49;5;Adultez;10;45 a 49;25
2005;1;Sumapáz;Mujeres;50;5;Adultez;11;50 a 54;28
2005;1;Sumapáz;Mujeres;51;5;Adultez;11;50 a 54;27
2005;1;Sumapáz;Mujeres;52;5;Adultez;11;50 a 54;24
2005;1;Sumapáz;Mujeres;53;5;Adultez;11;50 a 54;27
2005;1;Sumapáz;Mujeres;54;5;Adultez;11;50 a 54;18
2005;1;Sumapáz;Mujeres;55;5;Adultez;12;55 a 59;22
2005;1;Sumapáz;Mujeres;56;5;Adultez;12;55 a 59;10
2005;1;Sumapáz;Mujeres;57;5;Adultez;12;55 a 59;17
2005;1;Sumapáz;Mujeres;58;5;Adultez;12;55 a 59;20
2005;1;Sumapáz;Mujeres;59;5;Adultez;12;55 a 59;13
2005;1;Sumapáz;Mujeres;60;6;Vejez;13;60 a 64;10
2005;1;Sumapáz;Mujeres;61;6;Vejez;13;60 a 64;16
2005;1;Sumapáz;Mujeres;62;6;Vejez;13;60 a 64;11
2005;1;Sumapáz;Mujeres;63;6;Vejez;13;60 a 64;13
2005;1;Sumapáz;Mujeres;64;6;Vejez;13;60 a 64;8
2005;1;Sumapáz;Mujeres;65;6;Vejez;14;65 a 69;7
2005;1;Sumapáz;Mujeres;66;6;Vejez;14;65 a 69;8
2005;1;Sumapáz;Mujeres;67;6;Vejez;14;65 a 69;9
2005;1;Sumapáz;Mujeres;68;6;Vejez;14;65 a 69;6
2005;1;Sumapáz;Mujeres;69;6;Vejez;14;65 a 69;8
2005;1;Sumapáz;Mujeres;70;6;Vejez;15;70 a 74;9
2005;1;Sumapáz;Mujeres;71;6;Vejez;15;70 a 74;9
2005;1;Sumapáz;Mujeres;72;6;Vejez;15;70 a 74;6
2005;1;Sumapáz;Mujeres;73;6;Vejez;15;70 a 74;6
2005;1;Sumapáz;Mujeres;74;6;Vejez;15;70 a 74;3
2005;1;Sumapáz;Mujeres;75;6;Vejez;16;75 a 79;6
2005;1;Sumapáz;Mujeres;76;6;Vejez;16;75 a 79;4
2005;1;Sumapáz;Mujeres;77;6;Vejez;16;75 a 79;5
2005;1;Sumapáz;Mujeres;78;6;Vejez;16;75 a 79;3
2005;1;Sumapáz;Mujeres;79;6;Vejez;16;75 a 79;2
2005;1;Sumapáz;Mujeres;80;6;Vejez;17;80 a 84;2
2005;1;Sumapáz;Mujeres;81;6;Vejez;17;80 a 84;3
2005;1;Sumapáz;Mujeres;82;6;Vejez;17;80 a 84;2
2005;1;Sumapáz;Mujeres;83;6;Vejez;17;80 a 84;1
2005;1;Sumapáz;Mujeres;84;6;Vejez;17;80 a 84;1
2005;1;Sumapáz;Mujeres;85;6;Vejez;18;85 o más;5
2005;2;Cuenca del Tunjuelo;Hombres;0;1;Primera Infancia;1;0 a 4;103
2005;2;Cuenca del Tunjuelo;Hombres;1;1;Primera Infancia;1;0 a 4;90
2005;2;Cuenca del Tunjuelo;Hombres;2;1;Primera Infancia;1;0 a 4;97
2005;2;Cuenca del Tunjuelo;Hombres;3;1;Primera Infancia;1;0 a 4;100
2005;2;Cuenca del Tunjuelo;Hombres;4;1;Primera Infancia;1;0 a 4;111
2005;2;Cuenca del Tunjuelo;Hombres;5;1;Primera Infancia;2;5 a 9;112
2005;2;Cuenca del Tunjuelo;Hombres;6;2;Infancia;2;5 a 9;114
2005;2;Cuenca del Tunjuelo;Hombres;7;2;Infancia;2;5 a 9;131
2005;2;Cuenca del Tunjuelo;Hombres;8;2;Infancia;2;5 a 9;131
2005;2;Cuenca del Tunjuelo;Hombres;9;2;Infancia;2;5 a 9;105
2005;2;Cuenca del Tunjuelo;Hombres;10;2;Infancia;3;10 a 14;99
2005;2;Cuenca del Tunjuelo;Hombres;11;2;Infancia;3;10 a 14;113
2005;2;Cuenca del Tunjuelo;Hombres;12;3;Adolescencia;3;10 a 14;94
2005;2;Cuenca del Tunjuelo;Hombres;13;3;Adolescencia;3;10 a 14;95
2005;2;Cuenca del Tunjuelo;Hombres;14;3;Adolescencia;3;10 a 14;92
2005;2;Cuenca del Tunjuelo;Hombres;15;3;Adolescencia;4;15 a 19;89
2005;2;Cuenca del Tunjuelo;Hombres;16;3;Adolescencia;4;15 a 19;92
2005;2;Cuenca del Tunjuelo;Hombres;17;3;Adolescencia;4;15 a 19;73
2005;2;Cuenca del Tunjuelo;Hombres;18;4;Juventud;4;15 a 19;87
2005;2;Cuenca del Tunjuelo;Hombres;19;4;Juventud;4;15 a 19;67
2005;2;Cuenca del Tunjuelo;Hombres;20;4;Juventud;5;20 a 24;56
2005;2;Cuenca del Tunjuelo;Hombres;21;4;Juventud;5;20 a 24;63
2005;2;Cuenca del Tunjuelo;Hombres;22;4;Juventud;5;20 a 24;60
2005;2;Cuenca del Tunjuelo;Hombres;23;4;Juventud;5;20 a 24;60
2005;2;Cuenca del Tunjuelo;Hombres;24;4;Juventud;5;20 a 24;55
2005;2;Cuenca del Tunjuelo;Hombres;25;4;Juventud;6;25 a 29;52
2005;2;Cuenca del Tunjuelo;Hombres;26;4;Juventud;6;25 a 29;41
2005;2;Cuenca del Tunjuelo;Hombres;27;4;Juventud;6;25 a 29;61
2005;2;Cuenca del Tunjuelo;Hombres;28;4;Juventud;6;25 a 29;54
2005;2;Cuenca del Tunjuelo;Hombres;29;5;Adultez;6;25 a 29;51
2005;2;Cuenca del Tunjuelo;Hombres;30;5;Adultez;7;30 a 34;58
2005;2;Cuenca del Tunjuelo;Hombres;31;5;Adultez;7;30 a 34;54
2005;2;Cuenca del Tunjuelo;Hombres;32;5;Adultez;7;30 a 34;42
2005;2;Cuenca del Tunjuelo;Hombres;33;5;Adultez;7;30 a 34;57
2005;2;Cuenca del Tunjuelo;Hombres;34;5;Adultez;7;30 a 34;47
2005;2;Cuenca del Tunjuelo;Hombres;35;5;Adultez;8;35 a 39;43
2005;2;Cuenca del Tunjuelo;Hombres;36;5;Adultez;8;35 a 39;45
2005;2;Cuenca del Tunjuelo;Hombres;37;5;Adultez;8;35 a 39;45
2005;2;Cuenca del Tunjuelo;Hombres;38;5;Adultez;8;35 a 39;45
2005;2;Cuenca del Tunjuelo;Hombres;39;5;Adultez;8;35 a 39;48
2005;2;Cuenca del Tunjuelo;Hombres;40;5;Adultez;9;40 a 44;46
2005;2;Cuenca del Tunjuelo;Hombres;41;5;Adultez;9;40 a 44;46
2005;2;Cuenca del Tunjuelo;Hombres;42;5;Adultez;9;40 a 44;52
2005;2;Cuenca del Tunjuelo;Hombres;43;5;Adultez;9;40 a 44;46
2005;2;Cuenca del Tunjuelo;Hombres;44;5;Adultez;9;40 a 44;44
2005;2;Cuenca del Tunjuelo;Hombres;45;5;Adultez;10;45 a 49;46
2005;2;Cuenca del Tunjuelo;Hombres;46;5;Adultez;10;45 a 49;36
2005;2;Cuenca del Tunjuelo;Hombres;47;5;Adultez;10;45 a 49;31
2005;2;Cuenca del Tunjuelo;Hombres;48;5;Adultez;10;45 a 49;37
2005;2;Cuenca del Tunjuelo;Hombres;49;5;Adultez;10;45 a 49;34
2005;2;Cuenca del Tunjuelo;Hombres;50;5;Adultez;11;50 a 54;33
2005;2;Cuenca del Tunjuelo;Hombres;51;5;Adultez;11;50 a 54;35
2005;2;Cuenca del Tunjuelo;Hombres;52;5;Adultez;11;50 a 54;26
2005;2;Cuenca del Tunjuelo;Hombres;53;5;Adultez;11;50 a 54;29
2005;2;Cuenca del Tunjuelo;Hombres;54;5;Adultez;11;50 a 54;31
2005;2;Cuenca del Tunjuelo;Hombres;55;5;Adultez;12;55 a 59;28
2005;2;Cuenca del Tunjuelo;Hombres;56;5;Adultez;12;55 a 59;27
2005;2;Cuenca del Tunjuelo;Hombres;57;5;Adultez;12;55 a 59;21
2005;2;Cuenca del Tunjuelo;Hombres;58;5;Adultez;12;55 a 59;21
2005;2;Cuenca del Tunjuelo;Hombres;59;5;Adultez;12;55 a 59;21
2005;2;Cuenca del Tunjuelo;Hombres;60;6;Vejez;13;60 a 64;23
2005;2;Cuenca del Tunjuelo;Hombres;61;6;Vejez;13;60 a 64;17
2005;2;Cuenca del Tunjuelo;Hombres;62;6;Vejez;13;60 a 64;15
2005;2;Cuenca del Tunjuelo;Hombres;63;6;Vejez;13;60 a 64;17
2005;2;Cuenca del Tunjuelo;Hombres;64;6;Vejez;13;60 a 64;12
2005;2;Cuenca del Tunjuelo;Hombres;65;6;Vejez;14;65 a 69;14
2005;2;Cuenca del Tunjuelo;Hombres;66;6;Vejez;14;65 a 69;12
2005;2;Cuenca del Tunjuelo;Hombres;67;6;Vejez;14;65 a 69;9
2005;2;Cuenca del Tunjuelo;Hombres;68;6;Vejez;14;65 a 69;11
2005;2;Cuenca del Tunjuelo;Hombres;69;6;Vejez;14;65 a 69;9
2005;2;Cuenca del Tunjuelo;Hombres;70;6;Vejez;15;70 a 74;11
2005;2;Cuenca del Tunjuelo;Hombres;71;6;Vejez;15;70 a 74;13
2005;2;Cuenca del Tunjuelo;Hombres;72;6;Vejez;15;70 a 74;7
2005;2;Cuenca del Tunjuelo;Hombres;73;6;Vejez;15;70 a 74;7
2005;2;Cuenca del Tunjuelo;Hombres;74;6;Vejez;15;70 a 74;5
2005;2;Cuenca del Tunjuelo;Hombres;75;6;Vejez;16;75 a 79;6
2005;2;Cuenca del Tunjuelo;Hombres;76;6;Vejez;16;75 a 79;5
2005;2;Cuenca del Tunjuelo;Hombres;77;6;Vejez;16;75 a 79;7
2005;2;Cuenca del Tunjuelo;Hombres;78;6;Vejez;16;75 a 79;4
2005;2;Cuenca del Tunjuelo;Hombres;79;6;Vejez;16;75 a 79;3
2005;2;Cuenca del Tunjuelo;Hombres;80;6;Vejez;17;80 a 84;2
2005;2;Cuenca del Tunjuelo;Hombres;81;6;Vejez;17;80 a 84;3
2005;2;Cuenca del Tunjuelo;Hombres;82;6;Vejez;17;80 a 84;2
2005;2;Cuenca del Tunjuelo;Hombres;83;6;Vejez;17;80 a 84;1
2005;2;Cuenca del Tunjuelo;Hombres;84;6;Vejez;17;80 a 84;2
2005;2;Cuenca del Tunjuelo;Hombres;85;6;Vejez;18;85 o más;4
2005;2;Cuenca del Tunjuelo;Mujeres;0;1;Primera Infancia;1;0 a 4;107
2005;2;Cuenca del Tunjuelo;Mujeres;1;1;Primera Infancia;1;0 a 4;95
2005;2;Cuenca del Tunjuelo;Mujeres;2;1;Primera Infancia;1;0 a 4;98
2005;2;Cuenca del Tunjuelo;Mujeres;3;1;Primera Infancia;1;0 a 4;113
2005;2;Cuenca del Tunjuelo;Mujeres;4;1;Primera Infancia;1;0 a 4;103
2005;2;Cuenca del Tunjuelo;Mujeres;5;1;Primera Infancia;2;5 a 9;113
2005;2;Cuenca del Tunjuelo;Mujeres;6;2;Infancia;2;5 a 9;94
2005;2;Cuenca del Tunjuelo;Mujeres;7;2;Infancia;2;5 a 9;98
2005;2;Cuenca del Tunjuelo;Mujeres;8;2;Infancia;2;5 a 9;98
2005;2;Cuenca del Tunjuelo;Mujeres;9;2;Infancia;2;5 a 9;111
2005;2;Cuenca del Tunjuelo;Mujeres;10;2;Infancia;3;10 a 14;92
2005;2;Cuenca del Tunjuelo;Mujeres;11;2;Infancia;3;10 a 14;93
2005;2;Cuenca del Tunjuelo;Mujeres;12;3;Adolescencia;3;10 a 14;87
2005;2;Cuenca del Tunjuelo;Mujeres;13;3;Adolescencia;3;10 a 14;79
2005;2;Cuenca del Tunjuelo;Mujeres;14;3;Adolescencia;3;10 a 14;87
2005;2;Cuenca del Tunjuelo;Mujeres;15;3;Adolescencia;4;15 a 19;76
2005;2;Cuenca del Tunjuelo;Mujeres;16;3;Adolescencia;4;15 a 19;78
2005;2;Cuenca del Tunjuelo;Mujeres;17;3;Adolescencia;4;15 a 19;68
2005;2;Cuenca del Tunjuelo;Mujeres;18;4;Juventud;4;15 a 19;71
2005;2;Cuenca del Tunjuelo;Mujeres;19;4;Juventud;4;15 a 19;63
2005;2;Cuenca del Tunjuelo;Mujeres;20;4;Juventud;5;20 a 24;61
2005;2;Cuenca del Tunjuelo;Mujeres;21;4;Juventud;5;20 a 24;62
2005;2;Cuenca del Tunjuelo;Mujeres;22;4;Juventud;5;20 a 24;52
2005;2;Cuenca del Tunjuelo;Mujeres;23;4;Juventud;5;20 a 24;57
2005;2;Cuenca del Tunjuelo;Mujeres;24;4;Juventud;5;20 a 24;56
2005;2;Cuenca del Tunjuelo;Mujeres;25;4;Juventud;6;25 a 29;58
2005;2;Cuenca del Tunjuelo;Mujeres;26;4;Juventud;6;25 a 29;61
2005;2;Cuenca del Tunjuelo;Mujeres;27;4;Juventud;6;25 a 29;50
2005;2;Cuenca del Tunjuelo;Mujeres;28;4;Juventud;6;25 a 29;52
2005;2;Cuenca del Tunjuelo;Mujeres;29;5;Adultez;6;25 a 29;51
2005;2;Cuenca del Tunjuelo;Mujeres;30;5;Adultez;7;30 a 34;53
2005;2;Cuenca del Tunjuelo;Mujeres;31;5;Adultez;7;30 a 34;48
2005;2;Cuenca del Tunjuelo;Mujeres;32;5;Adultez;7;30 a 34;47
2005;2;Cuenca del Tunjuelo;Mujeres;33;5;Adultez;7;30 a 34;52
2005;2;Cuenca del Tunjuelo;Mujeres;34;5;Adultez;7;30 a 34;44
2005;2;Cuenca del Tunjuelo;Mujeres;35;5;Adultez;8;35 a 39;51
2005;2;Cuenca del Tunjuelo;Mujeres;36;5;Adultez;8;35 a 39;44
2005;2;Cuenca del Tunjuelo;Mujeres;37;5;Adultez;8;35 a 39;48
2005;2;Cuenca del Tunjuelo;Mujeres;38;5;Adultez;8;35 a 39;43
2005;2;Cuenca del Tunjuelo;Mujeres;39;5;Adultez;8;35 a 39;42
2005;2;Cuenca del Tunjuelo;Mujeres;40;5;Adultez;9;40 a 44;44
2005;2;Cuenca del Tunjuelo;Mujeres;41;5;Adultez;9;40 a 44;36
2005;2;Cuenca del Tunjuelo;Mujeres;42;5;Adultez;9;40 a 44;46
2005;2;Cuenca del Tunjuelo;Mujeres;43;5;Adultez;9;40 a 44;45
2005;2;Cuenca del Tunjuelo;Mujeres;44;5;Adultez;9;40 a 44;42
2005;2;Cuenca del Tunjuelo;Mujeres;45;5;Adultez;10;45 a 49;40
2005;2;Cuenca del Tunjuelo;Mujeres;46;5;Adultez;10;45 a 49;34
2005;2;Cuenca del Tunjuelo;Mujeres;47;5;Adultez;10;45 a 49;40
2005;2;Cuenca del Tunjuelo;Mujeres;48;5;Adultez;10;45 a 49;32
2005;2;Cuenca del Tunjuelo;Mujeres;49;5;Adultez;10;45 a 49;34
2005;2;Cuenca del Tunjuelo;Mujeres;50;5;Adultez;11;50 a 54;33
2005;2;Cuenca del Tunjuelo;Mujeres;51;5;Adultez;11;50 a 54;31
2005;2;Cuenca del Tunjuelo;Mujeres;52;5;Adultez;11;50 a 54;28
2005;2;Cuenca del Tunjuelo;Mujeres;53;5;Adultez;11;50 a 54;25
2005;2;Cuenca del Tunjuelo;Mujeres;54;5;Adultez;11;50 a 54;27
2005;2;Cuenca del Tunjuelo;Mujeres;55;5;Adultez;12;55 a 59;20
2005;2;Cuenca del Tunjuelo;Mujeres;56;5;Adultez;12;55 a 59;30
2005;2;Cuenca del Tunjuelo;Mujeres;57;5;Adultez;12;55 a 59;20
2005;2;Cuenca del Tunjuelo;Mujeres;58;5;Adultez;12;55 a 59;16
2005;2;Cuenca del Tunjuelo;Mujeres;59;5;Adultez;12;55 a 59;20
2005;2;Cuenca del Tunjuelo;Mujeres;60;6;Vejez;13;60 a 64;20
2005;2;Cuenca del Tunjuelo;Mujeres;61;6;Vejez;13;60 a 64;12
2005;2;Cuenca del Tunjuelo;Mujeres;62;6;Vejez;13;60 a 64;11
2005;2;Cuenca del Tunjuelo;Mujeres;63;6;Vejez;13;60 a 64;10
2005;2;Cuenca del Tunjuelo;Mujeres;64;6;Vejez;13;60 a 64;13
2005;2;Cuenca del Tunjuelo;Mujeres;65;6;Vejez;14;65 a 69;11
2005;2;Cuenca del Tunjuelo;Mujeres;66;6;Vejez;14;65 a 69;10
2005;2;Cuenca del Tunjuelo;Mujeres;67;6;Vejez;14;65 a 69;7
2005;2;Cuenca del Tunjuelo;Mujeres;68;6;Vejez;14;65 a 69;10
2005;2;Cuenca del Tunjuelo;Mujeres;69;6;Vejez;14;65 a 69;7
2005;2;Cuenca del Tunjuelo;Mujeres;70;6;Vejez;15;70 a 74;6
2005;2;Cuenca del Tunjuelo;Mujeres;71;6;Vejez;15;70 a 74;5
2005;2;Cuenca del Tunjuelo;Mujeres;72;6;Vejez;15;70 a 74;8
2005;2;Cuenca del Tunjuelo;Mujeres;73;6;Vejez;15;70 a 74;7
2005;2;Cuenca del Tunjuelo;Mujeres;74;6;Vejez;15;70 a 74;8
2005;2;Cuenca del Tunjuelo;Mujeres;75;6;Vejez;16;75 a 79;6
2005;2;Cuenca del Tunjuelo;Mujeres;76;6;Vejez;16;75 a 79;7
2005;2;Cuenca del Tunjuelo;Mujeres;77;6;Vejez;16;75 a 79;4
2005;2;Cuenca del Tunjuelo;Mujeres;78;6;Vejez;16;75 a 79;5
2005;2;Cuenca del Tunjuelo;Mujeres;79;6;Vejez;16;75 a 79;6
2005;2;Cuenca del Tunjuelo;Mujeres;80;6;Vejez;17;80 a 84;3
2005;2;Cuenca del Tunjuelo;Mujeres;81;6;Vejez;17;80 a 84;3
2005;2;Cuenca del Tunjuelo;Mujeres;82;6;Vejez;17;80 a 84;1
2005;2;Cuenca del Tunjuelo;Mujeres;83;6;Vejez;17;80 a 84;3
