codigo_localidad,localidad,area_km2,area_geometria_km2,diferencia_area_pct,nombre_poblacion,poblacion_2025,poblacion_5_17_2025,registros_oferta,establecimientos_dane,oferta_total_cupos,registros_salud,sedes_ips_registradas,prestadores_unicos_localidad,cupos_por_1000_pob_5_17,sedes_ips_por_10000_hab,oferta_regular_cupos,oferta_modalidades_complementarias,oferta_regular_por_1000_pob_5_17,oferta_total_por_1000_pob_5_17,participacion_complementaria_pct,estaciones_troncales,paraderos_zonales,estaciones_por_km2,paraderos_por_km2,conflictos_ambientales_registrados,tipos_conflicto_ambiental,parques_registrados,conflictos_ambientales_por_km2,parques_por_10000_hab_proxy,periodos_rivi,vendedores_informales_promedio,rivi_por_10000_hab_2017_2019,rivi_tasa_minima,rivi_tasa_maxima,rivi_tasa_desviacion,poblacion_2026,cuadrantes_policiales,cuadrantes_por_10000_hab_2026,score_educacion,score_salud,score_estaciones,score_paraderos,score_ambiente,score_infraestructura,score_vulnerabilidad,score_seguridad,dim_educacion,dim_salud,dim_movilidad,dim_ambiente,dim_infraestructura,dim_vulnerabilidad,dim_seguridad,ipt_base,ranking_ipt_base,score_educacion_rango,score_salud_rango,score_estaciones_rango,score_paraderos_rango,score_ambiente_rango,score_infraestructura_rango,score_vulnerabilidad_rango,score_seguridad_rango,dim_rango_educacion,dim_rango_salud,dim_rango_movilidad,dim_rango_ambiente,dim_rango_infraestructura,dim_rango_vulnerabilidad,dim_rango_seguridad,ipt_rangos,ranking_ipt_rangos,ipt_sin_proxy,ipt_sin_rivi,ipt_sin_proxy_ni_rivi,ranking_ipt_sin_proxy,ranking_ipt_sin_rivi,ranking_ipt_sin_proxy_ni_rivi,apariciones_top5,ranking_promedio_escenarios,ranking_consenso,nivel_prioridad_consenso,confianza_priorizacion,dimension_prioritaria_1,dimension_prioritaria_2,score_dimension_prioritaria_1,score_dimension_prioritaria_2,IPT_MULTIDIMENSIONAL,RANKING_PRIORIDAD,NIVEL_PRIORIDAD,IPT_GEOMETRICO,ci_lower_95,ci_upper_95,ancho_intervalo_ci95
11,SUBA,100.560477710216,100.47996819111496,0.0800607961838105,Suba,1251652,195146,69,32,79270,312,312,220,406.2086847796009,2.4927056402258776,75909,3361,388.98568251463007,406.2086847796009,4.239939447458055,13,845,0.1292754399741611,8.402903598320474,15,5,10,0.1491639692009551,0.0798944115457012,6,2747.6666666666665,23.7911540171762,22.42790903690059,25.364087785941383,1.433632511615664,1252218,79,0.6308805655245333,0.9317299437193776,0.9391239404384284,0.906432644852738,0.6722341152027046,0.0038897172745704,0.9337915011520774,0.0126891726747326,0.920174196751438,0.9317299437193776,0.9391239404384284,0.7893333800277212,0.0038897172745704,0.9337915011520774,0.0126891726747326,0.920174196751438,64.72474074340494,4,0.8421052631578947,0.5789473684210527,0.736842105263158,0.736842105263158,0.1052631578947368,0.9473684210526316,0.0526315789473684,0.736842105263158,0.8421052631578947,0.5789473684210527,0.736842105263158,0.1052631578947368,0.9473684210526316,0.0526315789473684,0.736842105263158,57.14285714285714,2,59.94900584810448,75.3007113227269,71.68502356423072,7,3,4,4,4.0,3,Alta,Alta,Salud,Infraestructura,0.9391239404384284,0.9337915011520774,64.72474074340494,4,Alta,28.56971210480473,29.49,86.68,57.19
12,BARRIOS UNIDOS,11.9034482048694,11.893917109313737,0.0800700384596677,Barrios Unidos,135332,16722,23,9,11499,210,210,180,687.6569788302834,15.517394260041971,11272,227,674.0820476019614,687.6569788302834,1.9740847030176536,13,234,1.0921205163628156,19.65816929453068,43,13,10,3.612398631046237,0.7389235361924749,6,793.8333333333334,59.47090204582562,55.7920681156173,64.05848232972554,3.332863024694002,134573,16,1.188945776641674,0.8417261219018475,0.5204349927414461,0.209541826053306,0.2332082384469197,0.1903591414224345,0.3876540655572961,0.048566730231091,0.8495617763078547,0.8417261219018475,0.5204349927414461,0.2213750322501129,0.1903591414224345,0.3876540655572961,0.048566730231091,0.8495617763078547,43.709683720172606,20,0.5263157894736843,0.1052631578947368,0.0526315789473684,0.3157894736842105,0.7368421052631579,0.0526315789473684,0.4736842105263157,0.3157894736842105,0.5263157894736843,0.1052631578947368,0.1842105263157895,0.7368421052631579,0.0526315789473684,0.4736842105263157,0.3157894736842105,34.21052631578948,19,44.53372991424644,50.18518550301653,52.46914129247392,20,19,17,0,19.0,20,Baja,Baja,Seguridad,Educación,0.8495617763078547,0.8417261219018475,43.709683720172606,20,Baja,31.922950982322195,23.44,63.97,40.53
13,TEUSAQUILLO,14.1931681275392,14.181810212886976,0.0800238153325792,Teusaquillo,155083,15771,3,2,2977,270,270,224,188.7641874326295,17.410032047355287,2758,219,174.8779405237461,188.7641874326295,7.3563990594558275,13,271,0.915933629700047,19.09369335759329,54,8,4,3.804647384907888,0.2579264007015598,6,1801.6666666666667,124.43868462979688,123.24472282157096,126.28190005689623,1.216912691111372,154663,20,1.2931341044723044,0.9993229312834184,0.4595946497073608,0.3370628849641145,0.2552263364474784,0.2007103067132744,0.7862563917386174,0.1138946960310121,0.8363787470425774,0.9993229312834184,0.4595946497073608,0.2961446107057964,0.2007103067132744,0.7862563917386174,0.1138946960310121,0.8363787470425774,52.74717618888653,16,0.9473684210526316,0.0526315789473684,0.1578947368421053,0.4210526315789473,0.7894736842105263,0.2631578947368421,0.7368421052631579,0.2631578947368421,0.9473684210526316,0.0526315789473684,0.2894736842105263,0.7894736842105263,0.2631578947368421,0.7368421052631579,0.2631578947368421,47.74436090225564,15,48.434099024724,59.640127286517405,55.84302490904855,17,16,15,0,15.8,16,Baja,Baja,Educación,Seguridad,0.9993229312834184,0.8363787470425774,52.74717618888653,16,Baja,41.616382521138405,30.22,74.82,44.6
14,LOS MARTIRES,6.514046260400851,6.508833856950295,0.0800179065697193,Los Mártires,75471,11649,14,8,11052,34,34,33,948.7509657481328,4.505041671635462,8644,2408,742.0379431710876,948.7509657481328,21.787911690191823,9,167,1.381629733689698,25.63690728068661,7,3,4,1.0746009039808762,0.5300049025453485,6,3454.5,471.2410768660372,466.8258015515651,474.69212824825047,2.68337498869091,75373,16,2.122776060392979,0.8202727080206121,0.8744358023955938,0.0,0.0,0.0537176120501528,0.5607849372606697,0.4626197704947595,0.7314035121738145,0.8202727080206121,0.8744358023955938,0.0,0.0537176120501528,0.5607849372606697,0.4626197704947595,0.7314035121738145,50.04620489136576,19,0.3157894736842105,0.4210526315789473,0.0,0.0,0.4210526315789473,0.1578947368421053,0.8947368421052632,0.1052631578947368,0.3157894736842105,0.4210526315789473,0.0,0.4210526315789473,0.1578947368421053,0.8947368421052632,0.1052631578947368,33.0827067669173,20,49.04082341891554,50.67690953168072,49.59659269280346,16,18,20,0,18.6,19,Baja,Baja,Salud,Educación,0.8744358023955938,0.8202727080206121,50.046204891365754,19,Baja,25.573887076746725,26.16,71.18,45.02
15,ANTONIO NARIÑO,4.8795433864294,4.875642078838812,0.0799523086819659,Antonio Nariño,77392,11211,12,6,9887,69,69,57,881.9017036838819,8.915650196402728,9438,449,841.8517527428419,881.9017036838819,4.541316880752503,5,92,1.024686042121401,18.854223175033777,80,12,3,16.394976673942416,0.3876369650609882,6,1366.0,172.45959779653174,164.49026923464757,176.0892050758092,4.1678795975851335,76643,15,1.9571258953850967,0.788761873679132,0.7326532925912081,0.2583497465815709,0.2645671738557376,0.8786058816863394,0.6787652470539591,0.162181838492473,0.7523633549754657,0.788761873679132,0.7326532925912081,0.2614584602186542,0.8786058816863394,0.6787652470539591,0.162181838492473,0.7523633549754657,60.78271355281759,11,0.2105263157894736,0.2631578947368421,0.1052631578947368,0.4736842105263158,0.9473684210526316,0.2105263157894736,0.7894736842105263,0.2105263157894736,0.2105263157894736,0.2631578947368421,0.2894736842105263,0.9473684210526316,0.2105263157894736,0.7894736842105263,0.2105263157894736,41.72932330827067,17,59.60041169405454,68.21013517007931,68.27685726301598,8,12,8,0,11.2,12,Media,Baja,Ambiente,Educación,0.8786058816863394,0.788761873679132,60.78271355281759,11,Media,52.735632958577696,39.79,74.25,34.46
16,PUENTE ARANDA,17.3111499362605,17.297316014094747,0.0799133634489223,Puente Aranda,249519,33745,32,15,21131,96,96,77,626.1964735516373,3.847402402221874,20781,350,615.8245666024596,626.1964735516373,1.6563342955846865,15,377,0.8664935636991111,21.77787156763766,10,4,6,0.5776623757994074,0.2404626501388671,6,2838.5,116.93669954555308,113.59771726237382,118.343678536426,1.7096189907015291,248758,18,0.7235948190610956,0.8601177837450672,0.8955761383922693,0.3728467601915999,0.1505265697924543,0.0269611689457423,0.8007286018299208,0.1063511197302271,0.9084429909328005,0.8601177837450672,0.8955761383922693,0.2616866649920271,0.0269611689457423,0.8007286018299208,0.1063511197302271,0.9084429909328005,55.14092097954363,14,0.5789473684210527,0.4736842105263158,0.2105263157894736,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.6842105263157895,0.4736842105263158,0.5789473684210527,0.4736842105263158,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.6842105263157895,0.4736842105263158,43.60902255639098,16,50.985597778968895,62.55855581396379,59.05569494015813,15,13,14,0,14.4,14,Media,Baja,Seguridad,Salud,0.9084429909328005,0.8955761383922693,55.14092097954364,14,Media,34.31849475683803,28.04,78.77,50.74
17,CANDELARIA,2.06024292047696,2.058593062481186,0.0800807506423583,La Candelaria,16574,1789,3,2,3408,10,10,9,1904.9748462828395,6.033546518643658,2813,595,1572.386808272778,1904.9748462828395,17.458920187793428,1,37,0.4853796559914853,17.95904727168496,29,6,2,14.076010023753074,1.2067093037287318,6,1713.6666666666667,1005.6584812338187,949.6158132441784,1029.084085844963,28.7954603378105,16449,13,7.903216000972703,0.5581347769455947,0.8253008015810688,0.6486904963348903,0.2994846423923263,0.7537467779580036,0.0,1.0,0.0,0.5581347769455947,0.8253008015810688,0.4740875693636083,0.7537467779580036,0.0,1.0,0.0,51.58957036926108,18,0.0526315789473684,0.368421052631579,0.3157894736842105,0.5263157894736843,0.8947368421052632,0.0,1.0,0.0,0.0526315789473684,0.368421052631579,0.4210526315789474,0.8947368421052632,0.0,1.0,0.0,39.09774436090226,18,60.18783209747126,43.521165430804594,52.22539851696551,6,20,18,0,16.0,18,Baja,Baja,Vulnerabilidad económica,Salud,1.0,0.8253008015810688,51.589570369261075,18,Baja,19.951383661992946,25.23,75.51,50.29
18,RAFAEL URIBE URIBE,13.8340848065161,13.823030443853405,0.0799067145915385,Rafael Uribe Uribe,375043,64476,50,28,52915,61,61,49,820.6929710279794,1.6264801636079065,49401,3514,766.1920714684534,820.6929710279794,6.640839081545876,7,302,0.505996608948275,21.83013941462558,258,23,9,18.649589301236425,0.2399724831552648,6,1161.6666666666667,31.86636278407336,29.74660098086376,34.36416781666648,1.578467474090411,373665,20,0.5352387834022453,0.8126473429663508,0.9669694455295604,0.6337682979672197,0.1484877963001738,1.0,0.801134803209232,0.0208091506264078,0.9322758250139728,0.8126473429663508,0.9669694455295604,0.3911280471336967,1.0,0.801134803209232,0.0208091506264078,0.9322758250139728,70.35663734970315,1,0.2631578947368421,0.7894736842105263,0.2631578947368421,0.1578947368421053,1.0,0.368421052631579,0.1578947368421052,0.8947368421052632,0.2631578947368421,0.7894736842105263,0.2105263157894737,1.0,0.368421052631579,0.1578947368421052,0.8947368421052632,52.63157894736843,11,68.73049685449982,81.73592439754688,82.06041321287161,2,1,1,4,3.2,2,Alta,Alta,Ambiente,Salud,1.0,0.9669694455295604,70.35663734970315,1,Alta,48.866297967572656,41.74,88.02,46.28
19,CIUDAD BOLIVAR,130.002593082614,129.8989774491987,0.0797027435825502,Ciudad Bolívar,685039,140337,81,48,102426,50,50,24,729.8574146518737,0.7298854517771981,95919,6507,683.4904551187499,729.8574146518737,6.352879151777868,2,593,0.0153843085170542,4.5614474753065934,10,9,14,0.0769215425852713,0.2043679264976154,6,2502.833333333333,40.746299033866,40.24798520026373,41.10092468840588,0.3492556480634888,690843,48,0.694803305526726,0.8387559239708134,0.995791193777418,0.9888651002928476,0.8220749708470909,0.0,0.830640299311426,0.0297383174928026,0.912086003287622,0.8387559239708134,0.995791193777418,0.9054700355699692,0.0,0.830640299311426,0.0297383174928026,0.912086003287622,64.46402533442931,6,0.4210526315789473,0.8947368421052632,0.8947368421052632,0.8421052631578947,0.0,0.4210526315789473,0.3157894736842105,0.5789473684210527,0.4210526315789473,0.8947368421052632,0.868421052631579,0.0,0.4210526315789473,0.3157894736842105,0.5789473684210527,50.0,13,61.36402456831043,74.71239093195415,73.04206313211645,4,4,3,3,6.0,5,Alta,Media,Salud,Seguridad,0.995791193777418,0.912086003287622,64.46402533442931,6,Media-alta,29.414111056359875,30.02,85.77,55.75
20,SUMAPAZ,780.96875771904,780.3494333402391,0.0793020684476239,Sumapaz,3338,476,23,2,1765,3,3,1,3707.983193277311,8.987417615338526,1590,175,3340.3361344537816,3707.983193277311,9.91501416430595,0,0,0.0,0.0,74,9,0,0.0947541105435899,0.0,6,19.0,59.96575155855302,59.430716296528,60.567421102964616,0.5109634428691785,3385,0,0.0,0.0,0.730346271979027,1.0,1.0,0.0009601511312241,1.0,0.0490643232034505,1.0,0.0,0.730346271979027,1.0,0.0009601511312241,1.0,0.0490643232034505,1.0,54.00529637591003,15,0.0,0.2105263157894736,1.0,1.0,0.0526315789473684,1.0,0.5263157894736842,1.0,0.0,0.2105263157894736,1.0,0.0526315789473684,1.0,0.5263157894736842,1.0,54.13533834586466,9,46.33951243856169,62.18844038517085,54.62612846220502,19,14,16,0,14.6,15,Media,Baja,Movilidad,Infraestructura,1.0,1.0,54.005296375910014,15,Media,16.45558461290143,21.19,83.15,61.96
